"","rt","subject","is.predictable","t"
"1",661.469290992001,1,1,1
"2",650.607442520512,1,1,2
"3",651.946050691614,1,1,3
"4",637.084776968493,1,1,4
"5",630.767526079818,1,1,5
"6",634.822122399408,1,1,6
"7",635.863319787949,1,1,7
"8",634.910916888063,1,1,8
"9",636.572273903388,1,1,9
"10",629.554164908518,1,1,10
"11",628.119440900252,1,1,11
"12",643.123776050966,1,1,12
"13",640.593714769201,1,1,13
"14",631.360674989551,1,1,14
"15",629.671461364067,1,1,15
"16",633.829918863813,1,1,16
"17",627.380939310804,1,1,17
"18",633.280590364064,1,1,18
"19",629.973703015568,1,1,19
"20",625.66959615522,1,1,20
"21",630.189956665568,1,1,21
"22",625.243797384086,1,1,22
"23",630.120434219414,1,1,23
"24",617.730884852957,1,1,24
"25",636.429096124591,1,1,25
"26",617.530904441814,1,1,26
"27",624.041065313386,1,1,27
"28",626.967246542249,1,1,28
"29",636.313245754646,1,1,29
"30",625.856460881913,1,1,30
"31",625.208908292856,1,1,31
"32",622.261329635617,1,1,32
"33",625.791563936583,1,1,33
"34",626.675628197168,1,1,34
"35",636.841868145067,1,1,35
"36",621.777639578943,1,1,36
"37",617.833756345739,1,1,37
"38",619.800640466528,1,1,38
"39",637.733867113018,1,1,39
"40",619.723802506693,1,1,40
"41",636.032067708156,1,1,41
"42",628.268577861913,1,1,42
"43",630.077884642064,1,1,43
"44",618.262115447061,1,1,44
"45",629.916972241549,1,1,45
"46",621.951390762678,1,1,46
"47",626.336935074097,1,1,47
"48",623.457065543325,1,1,48
"49",624.676771938974,1,1,49
"50",620.296727024468,1,1,50
"51",626.202533548842,1,1,51
"52",624.769529150955,1,1,52
"53",629.987582087487,1,1,53
"54",631.514798041286,1,1,54
"55",627.014173439019,1,1,55
"56",623.394466693745,1,1,56
"57",625.816741485641,1,1,57
"58",626.334037795927,1,1,58
"59",622.365737020866,1,1,59
"60",619.007062024646,1,1,60
"61",619.737343848274,1,1,61
"62",630.223647648186,1,1,62
"63",619.683302583053,1,1,63
"64",625.946864182231,1,1,64
"65",615.828233623879,1,1,65
"66",626.404236743201,1,1,66
"67",607.031631493488,1,1,67
"68",620.679359028901,1,1,68
"69",619.554356236705,1,1,69
"70",612.42437105651,1,1,70
"71",355.113357878369,1,1,71
"72",336.055090981099,1,1,72
"73",905.450197475514,2,1,1
"74",864.047248110869,2,1,2
"75",860.574287544992,2,1,3
"76",864.907344421838,2,1,4
"77",856.1271504021,2,1,5
"78",856.829127361607,2,1,6
"79",854.917350287366,2,1,7
"80",850.134796003885,2,1,8
"81",851.499549603431,2,1,9
"82",848.389866538536,2,1,10
"83",860.488487286747,2,1,11
"84",861.197598375025,2,1,12
"85",854.398012505058,2,1,13
"86",852.160026672772,2,1,14
"87",854.952289835671,2,1,15
"88",853.048279819257,2,1,16
"89",852.452330476777,2,1,17
"90",842.58281283036,2,1,18
"91",850.342629775716,2,1,19
"92",849.955785984704,2,1,20
"93",847.205664340863,2,1,21
"94",846.362511926831,2,1,22
"95",843.591301113645,2,1,23
"96",854.332959362857,2,1,24
"97",845.326913366796,2,1,25
"98",855.166121271119,2,1,26
"99",844.922949836453,2,1,27
"100",847.810614787393,2,1,28
"101",853.023751226755,2,1,29
"102",842.808281035678,2,1,30
"103",847.263592206275,2,1,31
"104",848.606884214292,2,1,32
"105",847.535895986021,2,1,33
"106",845.202390136659,2,1,34
"107",849.45603336622,2,1,35
"108",844.962265091378,2,1,36
"109",855.855142485834,2,1,37
"110",844.423516864214,2,1,38
"111",854.327594596092,2,1,39
"112",856.930355253252,2,1,40
"113",846.0949904217,2,1,41
"114",854.012388236698,2,1,42
"115",846.407428211667,2,1,43
"116",849.81023956317,2,1,44
"117",849.011352881395,2,1,45
"118",844.664164787004,2,1,46
"119",852.199672710819,2,1,47
"120",850.031218166406,2,1,48
"121",853.952552962288,2,1,49
"122",843.246336235769,2,1,50
"123",847.822547613475,2,1,51
"124",853.556780694321,2,1,52
"125",857.588832762655,2,1,53
"126",847.000624074863,2,1,54
"127",839.534431882169,2,1,55
"128",846.672789782119,2,1,56
"129",845.12456252482,2,1,57
"130",854.852958681487,2,1,58
"131",852.103414465207,2,1,59
"132",845.494205360148,2,1,60
"133",846.259245160579,2,1,61
"134",846.288253858398,2,1,62
"135",859.415277147406,2,1,63
"136",854.658226054276,2,1,64
"137",853.657741729243,2,1,65
"138",846.28734762645,2,1,66
"139",847.484636890877,2,1,67
"140",844.17265304785,2,1,68
"141",849.699224364222,2,1,69
"142",846.701365071787,2,1,70
"143",847.666558627064,2,1,71
"144",272.162099588733,2,1,72
"145",824.869213112788,3,1,1
"146",655.407292708844,3,1,2
"147",583.981040751357,3,1,3
"148",540.619290958223,3,1,4
"149",510.863449457722,3,1,5
"150",487.004857505204,3,1,6
"151",455.777061034522,3,1,7
"152",456.795936010401,3,1,8
"153",439.016701513745,3,1,9
"154",423.968600198614,3,1,10
"155",418.594194238992,3,1,11
"156",410.796831141342,3,1,12
"157",406.030984626973,3,1,13
"158",395.461401494647,3,1,14
"159",401.557248135842,3,1,15
"160",388.849349433051,3,1,16
"161",380.442590486894,3,1,17
"162",387.424844866054,3,1,18
"163",382.136576934412,3,1,19
"164",377.447930779306,3,1,20
"165",365.899214903623,3,1,21
"166",356.587029854802,3,1,22
"167",366.902358838527,3,1,23
"168",355.51459641793,3,1,24
"169",370.422677775278,3,1,25
"170",353.919992024964,3,1,26
"171",358.756066873806,3,1,27
"172",344.260735167242,3,1,28
"173",348.143824609983,3,1,29
"174",352.041552888455,3,1,30
"175",354.633650843427,3,1,31
"176",344.370342453432,3,1,32
"177",348.235606240341,3,1,33
"178",345.659680743317,3,1,34
"179",343.742811762604,3,1,35
"180",338.117233131958,3,1,36
"181",336.863545897363,3,1,37
"182",340.798252397835,3,1,38
"183",343.520976135194,3,1,39
"184",335.874853220829,3,1,40
"185",344.541536421106,3,1,41
"186",336.324811577526,3,1,42
"187",337.871311572707,3,1,43
"188",143.291874836622,3,1,44
"189",138.645938648166,3,1,45
"190",135.035673951477,3,1,46
"191",142.643608089015,3,1,47
"192",149.010664546862,3,1,48
"193",144.881873932459,3,1,49
"194",141.262098579865,3,1,50
"195",134.230529716996,3,1,51
"196",138.245602480775,3,1,52
"197",144.634930255175,3,1,53
"198",140.604494822939,3,1,54
"199",146.55082878602,3,1,55
"200",144.173836587421,3,1,56
"201",141.347693105273,3,1,57
"202",143.105172374478,3,1,58
"203",144.209513448067,3,1,59
"204",134.281747272049,3,1,60
"205",145.213557844263,3,1,61
"206",131.910306308076,3,1,62
"207",135.017865097553,3,1,63
"208",142.906709962567,3,1,64
"209",143.811329168096,3,1,65
"210",140.754100389031,3,1,66
"211",133.927147425134,3,1,67
"212",143.128251965774,3,1,68
"213",139.815306416023,3,1,69
"214",146.384491401436,3,1,70
"215",142.845096059553,3,1,71
"216",123.897214499978,3,1,72
"217",591.159858203838,4,1,1
"218",485.738848628447,4,1,2
"219",453.989430171377,4,1,3
"220",438.642414320648,4,1,4
"221",431.6037806219,4,1,5
"222",421.420747165484,4,1,6
"223",423.603911486107,4,1,7
"224",418.033422893444,4,1,8
"225",411.559690659242,4,1,9
"226",412.77526314781,4,1,10
"227",403.588251521435,4,1,11
"228",398.800461838912,4,1,12
"229",411.735983823268,4,1,13
"230",414.00583456492,4,1,14
"231",398.774159310047,4,1,15
"232",408.243311015474,4,1,16
"233",394.341491786541,4,1,17
"234",400.287722466618,4,1,18
"235",404.858365549037,4,1,19
"236",402.252591517461,4,1,20
"237",388.548359404584,4,1,21
"238",184.248764910959,4,1,22
"239",189.882504473648,4,1,23
"240",186.357237790749,4,1,24
"241",187.419209026084,4,1,25
"242",179.601314668006,4,1,26
"243",179.924800203653,4,1,27
"244",189.668695434616,4,1,28
"245",169.025607543814,4,1,29
"246",175.167858279487,4,1,30
"247",179.002151381532,4,1,31
"248",185.266306689356,4,1,32
"249",184.297248950435,4,1,33
"250",177.759010235804,4,1,34
"251",182.375162286207,4,1,35
"252",181.996196381077,4,1,36
"253",185.380589952568,4,1,37
"254",176.949361997036,4,1,38
"255",173.501372954499,4,1,39
"256",183.100757572753,4,1,40
"257",182.40154859391,4,1,41
"258",178.981359419607,4,1,42
"259",192.095737476429,4,1,43
"260",178.376358259082,4,1,44
"261",186.391339098043,4,1,45
"262",181.563637730318,4,1,46
"263",179.142802637003,4,1,47
"264",179.597663681788,4,1,48
"265",180.703085593605,4,1,49
"266",176.542272382223,4,1,50
"267",181.285448839612,4,1,51
"268",186.701295604883,4,1,52
"269",182.39850653721,4,1,53
"270",180.333630351612,4,1,54
"271",184.255565171642,4,1,55
"272",185.357863835228,4,1,56
"273",171.175803661151,4,1,57
"274",177.955003478257,4,1,58
"275",181.564486050513,4,1,59
"276",178.314808309525,4,1,60
"277",171.994280978321,4,1,61
"278",177.192183697489,4,1,62
"279",178.695976575089,4,1,63
"280",179.393998629648,4,1,64
"281",182.778830569059,4,1,65
"282",179.72607062464,4,1,66
"283",176.181992360302,4,1,67
"284",187.341974699597,4,1,68
"285",184.159824794169,4,1,69
"286",174.734871554705,4,1,70
"287",171.697210037325,4,1,71
"288",185.622081225699,4,1,72
"289",773.923266873984,5,1,1
"290",773.743351679454,5,1,2
"291",776.590576199627,5,1,3
"292",765.863868589549,5,1,4
"293",766.495860229805,5,1,5
"294",770.711219842335,5,1,6
"295",765.017393317196,5,1,7
"296",764.69003244973,5,1,8
"297",764.630602385868,5,1,9
"298",767.343035292453,5,1,10
"299",754.571795515092,5,1,11
"300",762.960763881167,5,1,12
"301",772.778443277828,5,1,13
"302",765.452067749165,5,1,14
"303",769.178886810634,5,1,15
"304",763.595211285944,5,1,16
"305",765.391269670688,5,1,17
"306",757.843244924102,5,1,18
"307",769.486622996248,5,1,19
"308",760.007349625157,5,1,20
"309",765.995119531301,5,1,21
"310",769.38449393839,5,1,22
"311",771.339861886059,5,1,23
"312",759.711239772708,5,1,24
"313",762.019139507767,5,1,25
"314",765.589914254492,5,1,26
"315",775.916407874597,5,1,27
"316",765.425309467632,5,1,28
"317",765.863460707208,5,1,29
"318",761.566805384317,5,1,30
"319",767.557950730087,5,1,31
"320",760.431926931176,5,1,32
"321",770.939306196355,5,1,33
"322",766.44961330635,5,1,34
"323",769.026624895239,5,1,35
"324",768.150194738624,5,1,36
"325",769.059052734303,5,1,37
"326",767.55056590807,5,1,38
"327",771.115556510425,5,1,39
"328",755.430087180777,5,1,40
"329",766.820370569968,5,1,41
"330",767.75902100464,5,1,42
"331",757.120141548767,5,1,43
"332",759.430363340513,5,1,44
"333",766.605057458546,5,1,45
"334",760.46475264588,5,1,46
"335",766.927372435219,5,1,47
"336",760.985183323194,5,1,48
"337",755.164977354802,5,1,49
"338",751.350719547631,5,1,50
